,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
,ci96_lo,ci96_lo,ci96_lo,ci96_hi,ci96_hi,ci96_hi,mean,mean,mean,count,count,count,ci96_lo,ci96_lo,ci96_lo,ci96_hi,ci96_hi,ci96_hi,mean,mean,mean,count,count,count
,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean
hours,,,,,,,,,,,,,,,,,,,,,,,,
0,3.44074919603814,0.3591411066022653,2.78009467425895,4.536357392238158,1.510019879305883,4.316100441143117,3.988553294138149,0.9345804929540742,3.5480975577010336,31,31,31,2.8278423228803327,0.013330079853429211,2.2390565980738772,3.5916123891532825,0.6554611719689729,3.2632973822538798,3.2097273560168076,0.3343956259112011,2.7511769901638785,36,36,36
1,3.0000986222004062,-0.007887096745017919,2.524049151944397,4.048247200393996,0.5492656149513968,3.9954007275049954,3.5241729112972013,0.2706892591031894,3.259724939724696,31,31,31,2.436618235626715,-0.015674471409223626,1.8704088972859203,3.186387482630638,0.07791526959305121,2.9851952211235933,2.8115028591286766,0.031120399091913793,2.427802059204757,36,36,36
2,2.7941153436373884,-0.009980265872209307,2.3213739799296857,3.7517861303094326,0.07574881600921929,3.749699748060158,3.2729507369734105,0.03288427506850499,3.035536863994922,31,31,31,2.2165895547308954,-0.15736394439536283,1.7016200287263272,3.001241298584746,0.572677462290907,2.70170320772586,2.6089154266578207,0.20765675894777208,2.2016616182260935,36,36,36
3,2.7716143513642866,0.0,2.2781299998420685,3.7920808800921417,0.0,3.656722048918894,3.281847615728214,0.0,2.9674260243804813,31,31,31,2.2719771262756066,-0.012325342859439134,1.7053512272013664,2.9618079809812095,0.08612757359294688,2.542485121380195,2.616892553628408,0.036901115366753875,2.1239181742907807,36,36,36
4,2.7600350643693243,-0.003142205075507689,2.376706054908953,3.711389445155839,0.020054117967881677,3.7022387097958283,3.2357122547625816,0.008455956446186994,3.0394723823523906,31,31,31,2.203070569678742,-0.006940769842562741,1.5463120918964162,2.710365755472113,0.03283061180125873,2.133168943022785,2.4567181625754273,0.012944920979347994,1.8397405174596007,36,36,36
5,2.609995236267976,-0.005528699951673637,2.226014862248875,3.432544685035922,0.04803397435450693,3.3815123422061912,3.021269960651949,0.02125263720141665,2.803763602227533,31,31,31,2.049090370233773,-0.003140788777967915,1.3206341313596865,2.391720927273572,0.014499956937345779,1.7693561084277423,2.2204056487536725,0.005679584079688931,1.5449951198937144,36,36,36
