,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
,ci96_lo,ci96_lo,ci96_lo,ci96_hi,ci96_hi,ci96_hi,mean,mean,mean,count,count,count,ci96_lo,ci96_lo,ci96_lo,ci96_hi,ci96_hi,ci96_hi,mean,mean,mean,count,count,count
,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean,xtrain iob mean,xtrain cob mean,xtrain bg mean
hours,,,,,,,,,,,,,,,,,,,,,,,,
0,0.7890850757374049,0.0,2.8414140128046625,1.9834836960564735,0.0,5.010958344457508,1.3862843858969391,0.0,3.9261861786310854,10,10,10,0.6167239128495134,-0.006221691465888343,2.060180581354782,1.1474501798794028,0.1201598178275441,3.244781783308664,0.8820870463644581,0.05696906318082788,2.652481182331723,25,25,25
1,0.6282292808553303,0.0,2.463532313209537,1.470440485385145,0.0,4.416517301660881,1.0493348831202376,0.0,3.440024807435209,10,10,10,0.5540711543010577,-0.0011143529411764685,2.0238835528183876,0.9270085305756051,0.0034359215686274444,3.0160090263065062,0.7405398424383314,0.0011607843137254879,2.519946289562447,25,25,25
2,0.6649753415234494,0.0,2.3066657454840023,1.31022806800774,0.0,4.098608174822111,0.9876017047655947,0.0,3.2026369601530567,10,10,10,0.48543950422949483,0.0,1.8517344043466664,0.7575929121465867,0.0,2.624278151492003,0.6215162081880408,0.0,2.2380062779193346,25,25,25
3,0.5841516913857316,0.0,2.32835003501389,1.256478555288684,0.0,3.8148192903584395,0.9203151233372078,0.0,3.0715846626861647,10,10,10,0.43238228953530117,0.0,1.7644732474653761,0.6657967108521455,0.0,2.40091043403992,0.5490895001937234,0.0,2.082691840752648,25,25,25
4,0.4963425236666792,0.0,1.992821804415591,1.0335554486954543,0.0,3.10978677930804,0.7649489861810668,0.0,2.5513042918618156,10,10,10,0.45348653510898085,0.0,1.7496213815922834,0.6566774840050577,0.0,2.220595654211749,0.5550820095570193,0.0,1.9851085179020163,25,25,25
5,0.45796580076739357,0.0,1.9846032128398607,0.8508292399145126,0.0,2.7651313066477248,0.6543975203409531,0.0,2.3748672597437928,10,10,10,0.44786152578383714,0.0,1.7904010207895535,0.6034105909667762,0.0,2.121361740558824,0.5256360583753067,0.0,1.9558813806741886,25,25,25
